OP_Ciclo_Produccion,OP_Tasa_Defectos,OP_Disponibilidad_Maq,OP_Costo_Unitario,OP_Merma_Materia_Prima,OP_Cumplimiento_Plan,OP_Eficiencia_Energetica,OP_Rotacion_Inventario,OP_Tiempo_Set_Up,OP_Productividad_HH,OP_Lead_Time_Prov,OP_Capacidad_Utilizada,FIN_Margen_EBITDA,FIN_ROI,FIN_Flujo_Caja_Libre,FIN_Apalancamiento,FIN_Dias_Cuentas_Cobrar,FIN_Dias_Pago_Prov,FIN_Costo_Capital_WACC,FIN_Margen_Neto,FIN_Ratio_Liquidez,FIN_Variacion_Gastos_Adm,FIN_Punto_Equilibrio,FIN_EBIT,FIN_Costo_Deuda,MKT_NPS,MKT_CAC,MKT_LTV,MKT_Tasa_Churn,MKT_Conversion_Lead,MKT_Market_Share,MKT_Ticket_Promedio,MKT_Reclamaciones_QRS,MKT_Reconocimiento_Marca,MKT_Costo_Por_Click,MKT_Frecuencia_Compra,MKT_Tasa_Recomendacion,RH_Indice_Clima,RH_Tasa_Rotacion,RH_Ausentismo,RH_Horas_Capacitacion,RH_Productividad_Empleado,RH_Satisfaccion_Beneficios,RH_Tiempo_Contratacion,RH_Gasto_Nomina_Ventas,RH_Indice_Diversidad,RH_Promociones_Internas,RH_Evaluacion_Desempeno,RH_Accidentalidad_Laboral,RH_Antiguedad_Promedio
112.0816000328267,114.4474894780985,111.34251767600168,104.07482092029656,110.30377728126614,97.91167450578152,113.3539168574292,103.13324427034382,102.6568200142346,105.33191388505496,110.96642500626852,101.88030550400303,124.69058798970195,132.21465767373712,118.14490522146248,138.4526985740741,124.53232457932576,116.2669831814202,112.98114948732118,130.73967648962952,108.98366983254472,122.8381266060848,127.80761979190449,122.49499172807714,118.50299828899443,104.22028052206434,118.191632863861,105.02845791295692,105.59722847074016,115.25576300463597,97.41677794041546,103.06447839446322,118.87234606493152,109.6810419777739,105.91917733354416,109.11376102266864,109.7888979253566,98.6288023696032,120.29108900114232,111.4568314526893,97.07849904530885,106.79248816768371,118.41731594456998,105.3485458171147,101.19605259824296,105.56523808789812,106.24953488748416,106.02322088403196,104.37623448215405,92.86816803635122
107.47311868478288,102.54920389699608,95.17010690078956,97.20344212885465,102.76695878509652,93.62411042853472,94.78946825267572,97.7700180377368,91.1634920352286,95.65896494051296,100.59207207192878,94.77138131374328,67.6261447563251,82.82234816834635,77.81839037228194,78.23446374187114,90.43489407457028,92.42921821519856,79.40359675085749,92.51957794230212,85.3103956754465,85.21007099516835,66.8157448972561,73.70399688620552,86.06710167016669,101.43978571767714,103.7188211562202,103.22157386681984,114.4579231804176,103.9412248916576,112.87641994514492,105.3694816143347,106.7463635303636,95.73455594805348,94.37785261681503,98.9428986926098,104.5655049626222,108.60280332161308,104.13026451809152,110.66318954130018,103.48911837803936,110.7170923474238,106.3099859783528,97.83749216279703,99.9670570912028,105.24937288297016,104.32338647182424,114.66779674113432,97.1547337546692,103.7831761019776
102.72249020241468,110.01347992111126,105.62433365439884,105.75322846651058,108.05878615559376,107.64730040440216,109.9414416165103,109.80541243173262,101.79738612257248,100.73711220836032,110.54234637300893,105.00502715363916,112.29665456292663,112.60602915118383,105.1996897041858,121.73987826068684,110.56820866089944,107.98328204322166,101.79964087545396,112.80056974179791,115.46471474313222,111.31309889297522,103.9563289167954,100.51097798036815,93.69066722073374,133.86021468991513,119.47278194326172,112.14888912822134,128.1337132341402,102.38268520168197,104.54948584114356,125.10365927562866,126.89441324703895,118.41950415315078,95.90352056680835,108.12407317252084,94.698144093239,91.24311199412162,84.07679996478967,87.69080517905685,92.87481354744904,89.77179257796963,84.55066391924964,85.1186994910681,94.50463790715524,89.70593968501528,83.36527191441346,89.67251351875214,85.23396791467344,72.92545604757895
125.66029402957324,119.61076395759252,122.8285755590656,121.30564019792516,119.78426417358163,132.28388613282132,123.1014373555258,125.2085995753374,124.91044240680937,121.1949968876132,115.9353600026582,120.1054687524147,77.57980812671975,80.24821111033171,85.16745440967516,77.34431041305494,63.9096190618394,71.25159458892244,80.33294496510251,80.04708733062864,85.49108037996511,89.52387028102291,79.11632040248288,71.61427468381233,72.09041522596434,116.16286412157712,115.25037552063615,117.53836969872592,121.08072201692032,103.44476355026444,98.66039555583528,107.62266751466828,117.18237791264237,102.16613816421082,126.61637642085998,102.30950337749744,115.54585753498462,108.85233676365904,105.5596037713314,103.85223081159738,109.10567206890178,112.14224490120912,114.55566017242782,106.6033283494296,119.88024530961609,104.15607282008142,108.67860336136935,114.228816106085,109.58173698369625,109.28682437679312
93.23448653354082,99.97881594721792,95.63677626652532,87.01962604438103,91.06194674636096,99.27046500181876,93.9787784150923,89.65340756274583,95.41736089051064,100.15184478825869,94.06961368137276,95.416947825594,121.64030577080908,110.6419770341622,126.20349732413814,105.00136618340358,114.73726462367196,130.76496561806084,125.55807233558934,116.16064718985756,124.65646428275234,130.88359705509544,116.10791335109109,114.8726359083744,114.7952158159082,135.57420261006544,116.1581084024716,103.29552035007656,100.1040626810958,114.19622809276048,116.08885477680782,101.9065669214675,105.53316913659944,118.26324380939528,122.08068393744148,129.9402887799847,99.33098041955344,70.28361441052039,79.90696208954539,77.37270689407507,83.2832935281375,78.85771380515038,82.70117302861814,84.08501231095536,72.07546511588973,93.17225467877763,80.59380961930839,78.79349948647146,80.76176713803667,82.77318137062245
94.0523187269388,98.45537257287104,94.22180539912593,97.554414182627,92.36089299586752,89.81053780026284,89.62561790634179,99.45078201499896,98.38497263378784,90.11678505037833,100.69684951968236,100.6737180774192,102.3447708046712,78.19398978976128,100.69321591274117,93.68425772657822,86.88365666649726,104.05500403882526,89.96098000870295,102.23971544473866,94.43420101624665,97.12662441309304,97.57328571445724,105.49085593839708,89.03599698835758,115.29527725670772,117.04478887973868,111.80143867078614,119.59531968276028,138.44955236972868,132.42364420790256,104.06800993074648,133.19638933612543,117.52379383210553,106.33978291452794,134.90391644765597,116.08481729957852,90.45006245323836,92.50673064862065,93.85498199702452,86.63455038558504,97.90802822995047,75.07424938408596,92.46318729777876,86.17326851895685,98.1785169392472,89.43026233972203,80.4937029227866,90.65018326738507,91.86372832121684
120.72622261141652,128.16415833274954,127.17012946989443,123.694219609422,138.4336643591545,126.11837367969906,125.30306475069922,110.166234074597,127.14055566321844,128.93060548786383,118.43209208369836,122.08239703908237,131.8920690236653,120.67239403100244,119.8425342024862,127.41438027611424,117.40790235136744,118.06058028663551,127.03531251685936,115.89538365867978,115.29579678930688,127.82445870587726,123.91226709318798,118.9884215729238,112.50401436495883,112.40470226568311,114.97495745822717,125.62056565599434,116.02961507932751,108.4141720026018,118.13450309832469,118.38484690866709,115.89302844359403,96.04389697826797,114.8118873128774,118.80731013470074,122.85012715841592,77.55709257057855,75.71745004529195,71.42110292615209,65.1541816657978,68.11602354738739,69.99726946998621,68.34570007606172,76.86881972355775,66.82344708256072,72.53228858791452,59.13038798371582,64.72798634654755,75.64233896035647
107.19156708889454,114.68737994570348,116.28804698014618,107.42607778195269,117.73491884097756,103.7750009926018,111.2065010780167,108.36209817547456,112.8396059031563,113.95039504271531,98.85267435603956,103.58339240344566,118.19882052630253,101.16633850851376,119.35528550776831,100.66577948668063,115.21122523440404,113.18856142160448,101.1178147665578,92.3110253335932,101.47598052747853,104.5579098746592,107.0879318329701,103.82544180591134,104.5722900407214,84.27144904230508,91.70909105200376,92.96625927625855,94.99592705999626,105.64058113034557,97.800746932797,100.06558795134896,93.64590960846652,87.76854429026218,96.59224358403488,110.84579666774894,107.89028833816188,133.83659657475278,117.82302476834816,126.9858941830888,128.4726407361525,121.63757814203107,121.01180095400754,133.72270701297882,126.5805177132966,116.83496940810214,118.35938508390394,135.8762576956933,135.4515779198733,135.1683594044017
93.20049235069986,98.2056477875724,93.39991864243495,96.25411255313774,86.20251237993561,98.37133948041108,95.45908655815856,90.516514998718,96.2467000917276,89.28671760112053,91.82235417207109,98.65822344345152,92.42426984995342,75.24901329974861,79.14900476465887,76.84898727701915,84.09290323607082,78.4220690770878,74.87067884909598,85.58772898189473,81.20452481616228,91.13175241773516,78.7072302919216,69.4467771087091,86.84834720224043,75.06081463795178,83.28462570451246,70.52612912307684,87.03505809300347,79.8759181520799,86.25802091986257,76.69740092622455,85.94033961205633,78.85233557197466,80.41655792721707,91.14109604862634,78.49140738534633,94.62650999686508,94.651788321973,102.600233036738,98.7423507987577,85.09331747298538,98.90699173990406,94.9133115335305,100.5853262227461,95.99933261999242,92.90339568394634,93.33582393943324,101.50151822055015,95.66552696724852
103.98365007173427,105.46222459598664,115.52605105906578,112.82625134192229,101.52611087007162,105.78277739470008,105.47039912159364,111.30503478414566,107.79073922257813,107.43075246710023,107.4296128836518,103.95294998571428,132.91877853448855,117.37751793332576,129.6167706880939,126.11773143950418,130.5541429123381,128.00260826163498,127.91817292790437,112.32086694167889,120.7406896134081,129.8614892385654,118.10870122388108,125.7864126589974,118.6276737661335,144.03610048169273,113.33206007407506,120.16566957406904,133.2227371117572,126.12165655392909,126.38123817574052,135.27711025214072,136.14023723897037,138.6988592325535,120.92679051691832,126.82968059020828,120.92781364586789,122.54405342069796,144.6865348615899,128.61258060201317,125.38968447559792,138.84024478510491,131.34131084048195,135.84998086556166,137.88286829136302,133.59681118373695,128.09733750260082,128.8027524573331,135.8195789901439,149.349165221918
94.40101873671226,99.63570493598468,87.34028903714554,85.01093528596819,95.45806491640552,92.5805536641172,99.1528411018783,93.1618888711974,87.11376766628433,101.04034364601824,93.7265516898866,92.75513247228992,125.59971087494353,137.2275702494039,120.96417660960572,123.29315993032452,126.00271036212426,104.14005047414426,130.64417002047688,115.57154917089288,124.92210002472886,131.3360067559599,118.3765525801091,117.02544214898693,131.8960885521995,91.21380650137574,88.5279094870638,93.1336220473533,106.46224691934472,111.58811689242924,85.17464043843937,92.21638075591702,100.98460034221551,105.44558570508556,100.2468408694731,81.37843598959648,89.44096066722659,117.0864304951211,113.39179269729236,105.1137951720316,107.2392034008157,111.5826943631175,111.53319234416642,111.04272089625674,110.59985592732798,118.4379404560423,108.653460667038,113.51822834605592,118.07323643985804,113.32026863481336
